FECHA_CORTE;ITEM;CLUB;DISCIPLINA_DEPORTIVA;AFILIADO;RESOLUCION_INSCRIPCION_PRIMIGENIA;FECHA_REGISTRO;OBSERVACIONES
31072025;1;CLUB DEPORTIVO “CLUB TORTUGAS DE ACTIVIDADES SUBACUÁTICAS”;ACTIVIDADES SUBACUATICAS;SI;Resolución N° 050-DNCTD-RND-2005;21/03/2005;Resolución Nº0861-2024-RENADE-DNCTD/IPD, periodo del 03 de enero del 2022 al 02 de enero del 2026
31072025;2;CLUB DEPORTIVO “ASOCIACIÓN PERUANA DE DEPORTES SUBMARINOS”;ACTIVIDADES SUBACUATICAS;SI;Resolución N° 151-DNCTD-RND-2005;22/07/2005;
31072025;3;CLUB RASCAPLAYAS DE ACTIVIDADES SUB-ACUÁTICAS”;ACTIVIDADES SUBACUATICAS;SI;Resolución N° 233-DNCTD-RND-2006;26/05/2006;"Resolución Nº0211-2022-IPD-DNCTD/SRND. 
periodo del 14 de octubre del 2020 al 13 de octubre del 2022"
31072025;4;CASINO NÁUTICO DE ANCÓN;ACTIVIDADES SUBACUATICAS;SI;Resolución N° 409-DNCTD-RND-2006;31/08/2006;
31072025;5;CLUB DE REGATAS LIMA;ACTIVIDADES SUBACUATICAS;SI;Resolución Nº0447-2022-IPD-DNCTD/SRND;26/07/2022;Resolución Nº0633-2024-RENADE-DNCTD/IPD, periodo 28 de abril de 2024 al 27 de abril de 2026
31072025;6;ASIAMAR;ACTIVIDADES SUBACUATICAS;SI;Resolución N° 323-DNCTD-RND-2008;13/08/2008;
31072025;7;CLUB DE PESCA SUBMARINA PUNTA ROCAS;ACTIVIDADES SUBACUATICAS;SI;Resolución N° 509-DNCTD-RND-2008;19/12/2008;"Resolución Nº0188-2024-RENADE-DNCTD/IPD.
periodo del 15 de diciembre de 2023 al 14 de diciembre de 2026 (03 años)"
31072025;8;ASOCIACIÓN CIVIL DEPORTIVA CLUB DE BUCEO NAUTILUS;ACTIVIDADES SUBACUATICAS;SI;Resolución N° 137-DNCTD-RND-2009;16/03/2009;
31072025;9;ASOCIACIÓN INTERNACIONAL DE SOCORRISTAS ACUÁTICOS Y ACTIVIDADES SUB ACUÁTICAS WORLD AQUATIC SPORT W.A.S.;ACTIVIDADES SUBACUATICAS;SI;Resolución N° 148-DNCTD-RND-2009;20/03/2009;Resolución Nº0581-DNCTD-RND-2019, periodo 2014-2019 (elegida el 15 de agosto de 2014)
31072025;10;YACHT CLUB PUCUSANA;ACTIVIDADES SUBACUATICAS;SI;Resolución N° 052-DINADAF-RND-2013;14/02/2013;
31072025;11;CLUB DEPORTIVO DE PESCA SUBMARINA Y ACTIVIDADES SUBACUÁTICAS LOBOS DE PUNTA DE COLES;ACTIVIDADES SUBACUATICAS;SI;Resolución N° 169-DINADAF-RND-2013;22/07/2013;Resolución Nº0416-DNCTD-RND-2019, periodo 29 de setiembre de 2017 al 28 de setiembre de 2019
31072025;12;CIRCOLO SPORTIVO ITALIANO-SOCIETA CANOTTIERI ITALIA;ACTIVIDADES SUBACUATICAS;SI;Resolución N° 304-DINADAF-RND-2013;21/11/2013;Resolución Nº0779-2024-RENADE-DNCTD/IPD, periodo 27 de mayo de 2024 al 26 de mayo de 2026
31072025;13;CLUB MOLLENDO DE PESCA SUBMARINA Y ACTIVIDADES SUB ACUATICAS;ACTIVIDADES SUBACUATICAS;SI;Resolución N°011-2022-IPD-DNCTD/SRND;17/01/2022;Resolución Nº0891-2024-RENADE-DNCTD/IPD, periodo 2024-2026, comprendido entre el 04 de enero de 2024 al 03 de enero de 2026
31072025;14;CLUB SUBACUATICO DE PUCUSANA;ACTIVIDADES SUBACUATICAS;SI;Resolución N°0312-2022-IPD-DNCTD/SRND;10/06/2022;periodo del 10 de febrero de 2022 al 09 de febrero de 2030
31072025;15;ASOCIACION DEPORTIVA DE ACTIVIDADES ACUATICAS Y SUBACUATICAS APNEA PERU;ACTIVIDADES SUBACUATICAS;SI;Resolución N°0632-2024-RENADE-DNCTD/IPD;9/09/2024;período del 22 de setiembre del 2022 al 21 de setiembre 2026
31072025;16;ASOCIACIÓN PERUANA DE VUELO LIBRE (APVL);AERODEPORTIVA;SI;Resolución N° 284-DNCTD-RND-2008;14/07/2008;
31072025;17;ASOCIACIÓN PERUANA DE INSTRUCTORES DE PARAPENTE TANDEM;AERODEPORTIVA;SI;Resolución N° 081-DINADAF-RND-2013;5/03/2013;
31072025;18;ASOCIACIÓN AERODEPORTIVA DE PARACAIDISMO Y DEPORTES EXTREMOS AFINES-XTREME SPORTS;AERODEPORTIVA;SI;Resolución N° 450-DINADAF-RND-2016;19/08/2016;
31072025;19;ASOCIACIÓN AEROCLUB ALAS DEL MAR;AERODEPORTIVA;SI;Resolución N° 088 -DINADAF-RND-2017;8/02/2017;
31072025;20;ASOCIACIÓN AERODEPORTIVA DE AVIONES ULTRALIVIANOS DEL PERÚ;AERODEPORTIVA;SI;Resolución N° 1164 -DINADAF-RND-2017;12/10/2017;Resolución N°0305-DNCTD-RND-2021, Periodo 2021-2024
31072025;21;ASOCIACIÓN CIVIL AEROCLUB ALAS DEL VIENTO;AERODEPORTIVA;SI;Resolución N° 0374-DNCTD-RND-2019;7/05/2019;
31072025;22;ASOCIACIÓN PERUANA AERODEPORTIVA DE ALA DELTA Y PARAPENTE;AERODEPORTIVA;SI;Resolución N° 498-DNCTD-RND-2020;10/12/2020;Periodo 15 de noviembre de 2019 al 14 de noviembre de 2023
31072025;23;ASOCIACIÓN AERODEPORTIVA DE PARACAIDISMO DEL PERÚ PARACONDOR PERÚ;AERODEPORTIVA;SI;Resolución N° 0335 -DNCTD-RND-2021;25/05/2021;Periodo del 02 de noviembre del 2020 al 02 de noviembre del 2022
31072025;24;CLUB DEPORTIVO DEFENSOR ITE;AJEDREZ;SI;Resolución N° 082-DNCTD-RND-2006;3/03/2006;
31072025;25;CLUB DEPORTIVO GRAU;AJEDREZ;SI;Resolución N° 083-DNCTD-RND-2006;3/03/2006;
31072025;26;CLUB DEPORTIVO NUEVA TACNA;AJEDREZ;SI;Resolución N° 084-DNCTD-RND-2006;3/03/2006;
31072025;27;CLUB DE REGATAS LIMA;AJEDREZ;SI;Resolución N° 076-DNCTD-RND-2007;2/02/2007;Resolución Nº0633-2024-RENADE-DNCTD/IPD, periodo 28 de abril de 2024 al 27 de abril de 2026
31072025;28;ASOCIACIÓN CLUB DEPORTIVO HURACÁN;AJEDREZ;SI;Resolución N° 231-DNCTD-RND-2007;26/03/2007;
31072025;29;CLUB DEPORTIVO SOCIAL CULTURAL TITIKAKA;AJEDREZ;SI;Resolución N° 347-DNCTD-RND-2007;10/05/2007;
31072025;30;CLUB DEPORTIVO SOCIEDAD DE TIRO MANUEL PINO PUNO N° 18;AJEDREZ;SI;Resolución N° 501-DNCTD-RND-2007;25/07/2007;
31072025;31;CLUB DEPORTIVO VALIENTES Y VENCEDORES V & V;AJEDREZ;SI;Resolución N° 721-DNCTD-RND-2007;25/07/2007;
31072025;32;CLUB DEPORTIVO LA ALAMEDA;AJEDREZ;SI;Resolución N° 722-DNCTD-RND-2007;25/10/2007;
31072025;33;CLUB DEPORTIVO REAL TACNA;AJEDREZ;SI;Resolución N° 723-DNCTD-RND-2007;25/10/2007;Resolución N° 0391-DNCTD-RND-2021, Periodo 09 de mayo de 2021 al 09 de mayo de 2025
31072025;34;CLUB SOCIAL DEPORTIVO SPORTING TABACO;AJEDREZ;SI;Resolución N° 778-DNCTD-RND-2007;4/12/2007;
31072025;35;CLUB SPORT SHEREKHAN;AJEDREZ;SI;Resolución N° 784-DNCTD-RND-2007;5/12/2007;Resolución Nº0817-2024-RENADE-DNCTD/IPD, periodo del 13 de marzo del 2024 al 13 de marzo del 2028
31072025;36;CLUB DEPORTIVO ASOCIACIÓN TU SAN;AJEDREZ;SI;Resolución N° 067-DNCTD-RND-2008;29/01/2008;
31072025;37;ASOCIACIÓN DEPORTIVA DEL CLUB SOCIAL DEPORTIVO UNIVERSIDAD NACIONAL HERMILIO VALDIZÁN DE HUÁNUCO;AJEDREZ;SI;Resolución N° 079-DNCTD-RND-2008;7/02/2008;
31072025;38;CLUB ALFONSO UGARTE;AJEDREZ;SI;Resolución N° 164-DNCTD-RND-2009;31/03/2009;Resolución N° 0459-2021-IPD-DNCTD/RND, Periodo 17 de mayo del 2021 al 16 de mayo del 2025
31072025;39;UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA;AJEDREZ;SI;Resolución N° 251-DNCTD-RND-2009;10/06/2009;
31072025;40;CLUB GARRY KASPAROV;AJEDREZ;SI;Resolución N° 416-DNCTD-RND-2009;30/10/2009;
31072025;41;CLUB DE AJEDRES LOS 4 ALFILES;AJEDREZ;SI;Resolución N° 005-DNCTD-RND-2011;11/01/2011;
31072025;42;CIRCULO PERUANO DE AJEDREZ SAC;AJEDREZ;SI;Resolución N° 006-DNCTD-RND-2011;17/01/2011;
31072025;43;INSTITUCIÓN EDUCATIVA PRIVADA CLARETIANO DE LIMA;AJEDREZ;SI;Resolución N° 018-DNCTD-RND-2011;27/01/2011;
31072025;44;INSTITUCIÓN EDUCATIVA PRIVADA CEINE VIRGEN DEL SOCORRO;AJEDREZ;SI;Resolución N° 024-DNCTD-RND-2011;4/02/2011;
31072025;45;ASOCIACIÓN CULTURAL Y DEPORTIVA DE CHIMBOTE;AJEDREZ;SI;Resolución N° 258-DNCTD-RND-2011;21/11/2011;Resolución N° 0235-DNCTD-RND-2021, Periodo del 09 de setiembre de 2019 al 08 de setiembre de 2023 (4 años)
31072025;46;ASOCIACIÓN CULTURAL Y DEPORTIVA EUFEMIA ORDOÑEZ;AJEDREZ;SI;Resolución N° 256-DNCTD-RND-2011;21/11/2011;
31072025;47;REYDAMA CHIMBOTE;AJEDREZ;SI;Resolución N° 257-DNCTD-RND-2011;21/11/2011;"Resolución Nº0614-2022-IPD-DNCTD/SRND.
periodo del 20 de mayo de 2022 al 19 de mayo de 2024 (2 años)."
31072025;48;ASOCIACIÓN CLUB CARO KANN ILEÑO;AJEDREZ;SI;Resolución N° 671-DINADAF-RND-2016;18/10/2016;Resolución N° 0378-DNCTD-RND-2021, Periodo 31 de mayo de 2021 al 31 de diciembre de 2024
31072025;49;ASOCIACIÓN CLUB JULIO ERNESTO GRANDA ILO;AJEDREZ;SI;Resolución N° 670-DINADAF-RND-2016;18/10/2016;Resolución N° 0376-DNCTD-RND-2021, Periodo 31 de mayo de 2021 al 31 de diciembre de 2024
31072025;50;CLUB DE AJEDREZ MONSERRATE;AJEDREZ;SI;Resolución N° 898-DINADAF-RND-2016;20/12/2016;Resolución Nº0646-2024-RENADE-DNCTD/IPD, periodo de 06 de enero de 2023 al 05 de enero de 2025
31072025;51;CLUB DE AJEDREZ TRUJILLO;AJEDREZ;SI;Resolución N° 897-DINADAF-RND-2016;20/12/2016;
31072025;52;CLUB DE AJEDREZ VLADIMIR KRAMNIK;AJEDREZ;SI;Resolución N° 900-DINADAF-RND-2016;20/12/2016;
31072025;53;CLUB DEPORTIVO LAS LOMAS;AJEDREZ;SI;Resolución N° 899-DINADAF-RND-2016;20/12/2016;
31072025;54;CLUB DEPORTIVO SHANCAYAN;AJEDREZ;SI;Resolución N° 896-DINADAF-RND-2016;20/12/2016;
31072025;55;CLUB DE AJEDREZ JUDIT POLGAR;AJEDREZ;SI;Resolución N° 911-DINADAF-RND-2016;22/12/2016;Resolución N° 0467-2021-IPD-DNCTD/, Periodo 18 de junio del 2021 al 31 de diciembre del 2024
31072025;56;ESCUELA Y CLUB AJEDREZ SURCO;AJEDREZ;SI;Resolución N° 024-DINADAF-RND-2017;23/01/2017;
31072025;57;CLUB DE AJEDREZ MAGDALENA;AJEDREZ;SI;Resolución N° 028-DINADAF-RND-2017;24/01/2017;
31072025;58;ACADEMIA DEPORTIVA SAENZ PEÑA;AJEDREZ;SI;Resolución N° 355-DINADAF-RND-2017;20/03/2017;
31072025;59;CLUB DE AJEDREZ ANCASH;AJEDREZ;SI;Resolución N° 359-DINADAF-RND-2017;20/03/2017;
31072025;60;CLUB DE AJEDREZ DE BREÑA;AJEDREZ;SI;Resolución N° 358-DINADAF-RND-2017;20/03/2017;
31072025;61;CLUB DE AJEDREZ ENROQUE CASMA;AJEDREZ;SI;Resolución N° 357-DINADAF-RND-2017;20/03/2017;Resolución N° 0466-2021-IPD-DNCTD/RND, Periodo 19 de junio del 2021 al 31 de diciembre del 2024
31072025;62;CLUB DEPORTIVO DE AJEDREZ GENIOS-JULIACA;AJEDREZ;SI;Resolución N° 356-DINADAF-RND-2017;20/03/2017;
31072025;63;CLUB ESCUELA INTEGRAL DE AJEDREZ JAQUE MATHEUS;AJEDREZ;SI;Resolución N° 361-DINADAF-RND-2017;20/03/2017;Resolución Nº0206-2025-RENADE-DNCTD/IPD, periodo del 23 de agosto de 2024 al 22 de agosto de 2026
31072025;64;CLUB INTERNACIONAL HUARAZ;AJEDREZ;SI;Resolución N° 360-DINADAF-RND-2017;20/03/2017;
31072025;65;ASOCIACIÓN CLUB GARY KASPAROV ILO;AJEDREZ;SI;Resolución N° 394-DINADAF-RND-2017;27/03/2017;Resolución N° 0374-DNCTD-RND-2021, Periodo 31 de mayo de 2021 al 31 de diciembre de 2024
31072025;66;CLUB DEPORTIVO CULTURAL PERÚ VIENTOS DE PAZ Y EL REY AGUILA BLANCA;AJEDREZ;SI;Resolución N° 409-DINADAF-RND-2017;28/03/2017;
31072025;67;CLUB ALEXANDRA KOSTENIUK DE TINGO MARÍA;AJEDREZ;SI;Resolución N° 453-DINADAF-RND-2017;30/03/2017;
31072025;68;CLUB DE ATLETISMO CUSIRUNNERS;AJEDREZ;SI;Resolución N° 526-DINADAF-RND-2017;11/04/2017;
31072025;69;CLUB DEPORTIVO REGATAS CUSCO;AJEDREZ;SI;Resolución N° 532-DINADAF-RND-2017;11/04/2017;
31072025;70;CLUB RENZO SPORT;AJEDREZ;SI;Resolución N° 527-DINADAF-RND-2017 ;11/04/2017;Resolución N° 0101-DNCTD-RND-2020, Periodo de cuatro (04) años (elegida en asamblea general extraortinaria de fecha 30 de setiembre de 2019)
31072025;71;ASOCIACIÓN CLUB DEPORTIVO AJEDREZ AQP;AJEDREZ;SI;Resolución N° 594-DINADAF-RND-2017;21/04/2017;Resolución N° 0468-2021-IPD-DNCTD/RND, Periodo 01 de junio del 2021 hasta el 01 de junio del 2024
31072025;72;CLUB DEPORTIVO RAQUETAS PUCALLPA;AJEDREZ;SI;Resolución N° 593-DINADAF-RND-2017;21/04/2017;
31072025;73;CLUB DEPORTIVO CHESS CAISSA;AJEDREZ;SI;Resolución N° 961-DINADAF-RND-2017;8/08/2017;Resolución Nº0716-2024-RENADE-DNCTD/IPD, período 01 de agosto de 2024 al 01 de agosto de 2028
31072025;74;CLUB DE AJEDREZ LORETO CHESS;AJEDREZ;SI;Resolución N° 1375-DINADAF-RND-2017;22/12/2017;Resolución Nº0593-2024-RENADE-DNCTD/IPD, periodo 2024-2026, en Asamblea General Extraordinaria de fecha 12 de julio de 2024
31072025;75;REAL CHESS CLUB;AJEDREZ;SI;Resolución N° 0049-DINADAF-RND-2018;17/01/2018;Resolución N° 000010-2025-RENADE-DNCTD/IPD, período 2024-2028, en Asamblea General de fecha 23 de setiembre de 2024
31072025;76;CLUB DEPORTIVO RAMÓN CASTILLA Y MARQUESADO;AJEDREZ;SI;Resolución N° 0067-DINADAF-RND-2018;25/01/2018;
31072025;77;KAMELOT CHESS CLUB;AJEDREZ;SI;Resolución N° 0193-DINADAF-RND-2018;16/02/2018;
31072025;78;CLUB DE AJEDREZ EL CABALLO NEGRO;AJEDREZ;SI;Resolución N° 0388-DINADAF-RND-2018;8/03/2018;
31072025;79;CLUB DEPORTIVO LOS AMIGOS DE YASON;AJEDREZ;SI;Resolución N° 579-DINADAF-RND-2018;5/04/2018;
31072025;80;CLUB DEPORTIVO LOS ALFILES DE PAITA;AJEDREZ;SI;Resolución N° 0817-DINADAF-RND-2018;4/05/2018;Resolución N° 040-DNCTD-RND-2020, Periodo 01 de octubre de 2019 al 01 de octubre de 2023
31072025;81;CLUB DEPORTIVO CULTURAL REY GERRERO;AJEDREZ;SI;Resolución N° 0929-DINADAF-RND-2018;4/06/2018;Resolución N° 0375-DNCTD-RND-2021, Periodo 03 de junio de 2021 al 31 de diciembre de 2024
31072025;82;CLUB DEPORTIVO CULTURAL JUVENIL AMIGOS POR SIEMPRE;AJEDREZ;SI;Resolución N° 0931-DINADAF-RND-2018;5/06/2018;Resolución N° 0377-DNCTD-RND-2021, Periodo 02 de junio de 2021 al 31 de diciembre de 2024
31072025;83;CLUB DEPORTIVO CULTURAL PEON OCH8;AJEDREZ;SI;Resolución N° 0930-DINADAF-RND-2018;5/06/2018;"Resolución Nº0351-2024-RENADE-DNCTD/IPD.
período comprendido desde el 24 de junio de 2023 al 24 de junio de 2025"
31072025;84;CLUB INTERNACIONAL AREQUIPA;AJEDREZ;SI;Resolución N° 0474-DNCTD-RND-2019;12/06/2019;"Resolución N°0116-DNCTD-RND-2020, Inscribió su ampliación de actividad deportiva a la disciplina deportiva de Ajedrez.
Resolución Nº0598-2023-RENADE/IPD. periodo 09 de abril de 2023 al 08 de abril de 2025"
31072025;85;CLUB DE AJEDREZ ARPARD ELO;AJEDREZ;SI;Resolución N° 0966-DNCTD-RND-2019;20/12/2019;Periodo  de cuatro (04) años
31072025;86;CLUB DE AJEDREZ HUACHO-PERU;AJEDREZ;SI;Resolución N° 964-DNCTD-RND-2019;20/12/2019;"Resolución Nº0117-2023-IPD-DNCTD/SRND.
periodo del 12 de noviembre de 2020 al 11 de noviembre de 2024"
31072025;87;CLUB DE AJEDREZ JULIO GRANDA-HUACHO-PERU;AJEDREZ;SI;Resolución N° 0963-DNCTD-RND-2019;20/12/2019;"Resolución Nº0115-2023-IPD-DNCTD/SRND.
periodo del 12 de noviembre de 2020 al 11 de noviembre de 2024"
31072025;88;ASOCIACIÓN CLUB DE AJEDREZ REQUENA CHESS;AJEDREZ;SI;Resolución N° 0974-DNCTD-RND-2019;31/12/2019;
31072025;89;CLUB DE AJEDREZ ANATOLI KARPOV;AJEDREZ;SI;Resolución N° 0976-DNCTD-RND-2019;31/12/2019;Resolución Nº0834-2024-RENADE-DNCTD/IPD, periodo 07 de enero de 2023 al 06 de enero de 2025
31072025;90;CLUB DE AJEDREZ BORIS SPASSKY;AJEDREZ;SI;Resolución N° 0972-DNCTD-RND-2019;31/12/2019;Periodo 08 de diciembre de 2019 al 07 de diciembre de 2021 (02 años)
31072025;91;CLUB DE AJEDREZ EMMANUEL LASKER;AJEDREZ;SI;Resolución N° 0975-DNCTD-RND-2019;31/12/2019;Resolución Nº0797-2024-RENADE-DNCTD/IPD, periodo 07 de enero de 2023 al 06 de enero de 2025
31072025;92;CLUB DE AJEDREZ JOVENES TALENTOS;AJEDREZ;SI;Resolución N° 0977-DNCTD-RND-2019;31/12/2019;Resolución Nº0793-2024-RENADE-DNCTD/IPD, Periodo del 07 de enero del 2023 al 06 de enero del 2025
31072025;93;CLUB DE AJEDREZ MIJAIL TAL;AJEDREZ;SI;Resolución N° 0973-DNCTD-RND-2019;31/12/2019;Periodo de cuatro (04) años
31072025;94;CLUB DE AJEDREZ PAUL MORPHY;AJEDREZ;SI;Resolución N° 0978-DNCTD-RND-2019;31/12/2019;Resolución Nº0837-2024-RENADE-DNCTD/IPD, periodo 07 de enero de 2023 al 06 de enero de 2025
31072025;95;CLUB INTERNACIONAL DE AJEDREZ CAISSA;AJEDREZ;SI;Resolución N° 0971-DNCTD-RND-2019;31/12/2019;"Resolución Nº0116-2023-IPD-DNCTD/SRND.
periodo del 20 de mayo de 2020 al 19 de mayo de 2024."
31072025;96;ASOCIACIÓN CLUB DE AJEDREZ NAYLAMP CHESS;AJEDREZ;SI;Resolución N° 002-DNCTD-RND-2020;2/01/2020;Periodo 2019-2023
31072025;97;CLUB DE AJEDREZ EDGAR MARTINEZ VILCHEZ;AJEDREZ;SI;Resolución N° 007-DNCTD-RND-2020;2/01/2020;Periodo de cuatro (04) años
31072025;98;CLUB DE AJEDREZ GARRY KASPAROV;AJEDREZ;SI;Resolución N° 005-DNCTD-RND-2020;2/01/2020;Resolución Nº0792-2024-RENADE-DNCTD/IPD, periodo 07 de enero de 2023 al 06 de enero de 2025
31072025;99;CLUB DE AJEDREZ JULIO ERNESTO GRANDA;AJEDREZ;SI;Resolución N° 004-DNCTD-RND-2020;2/01/2020;Resolución Nº0835-2024-RENADE-DNCTD/IPD, periodo 07 de enero de 2023 al 06 de enero de 2025
31072025;100;CLUB DE AJEDREZ MAGNUS CARLSEN;AJEDREZ;SI;Resolución N° 003-DNCTD-RND-2020;2/01/2020;Resolución Nº0849-2024-RENADE-DNCTD/IPD, período del 07 de enero del 2023 al 06 de enero del 2025
31072025;101;CLUB DE AJEDREZ PEON DE ORO HUANCAVELICA;AJEDREZ;SI;Resolución N° 008-DNCTD-RND-2020;2/01/2020;Resolución Nº0885-2024-RENADE-DNCTD/IPD, período del 14 de enero del 2023 al 13 de enero del 2025
31072025;102;CLUB DE AJEDREZ REY KASPAROV HUANCAVELICA;AJEDREZ;SI;Resolución N° 006-DNCTD-RND-2020;2/01/2020;Resolución Nº0889-2024-RENADE-DNCTD/IPD, periodo de dos (02) años contados desde el 03 de febrero de 2023 al 02 de febrero de 2025
31072025;103;CLUB DEPORTIVO QORI INKA DE QORIHUAYRACHINA;AJEDREZ;SI;Resolución N° 001-DNCTD-RND-2020;2/01/2020;Resolución N° 0380-DNCTD-RND-2021, Periodo 2021-2024 (del 13 de mayo de 2021 al 31 de diciembre de 2024)
31072025;104;CLUB DE AJEDREZ JAQUE TAICON HUANCAVELICA;AJEDREZ;SI;Resolución N° 009-DNCTD-RND-2020;3/01/2020;Resolución Nº0887-2024-RENADE-DNCTD/IPD, período del 14 de enero del 2023 al 13 de enero del 2025
31072025;105;CLUB DE AJEDREZ PEONCITO DEL MILENIO;AJEDREZ;SI;Resolución N° 010-DNCTD-RND-2020;3/01/2020;Resolución Nº0862-2024-RENADE-DNCTD/IPD, período del 07 de enero del 2023 al 06 de enero del 2025
31072025;106;CLUB DE AJEDREZ UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU;AJEDREZ;SI;Resolución N° 011-DNCTD-RND-2020;3/01/2020;Resolución Nº0836-2024-RENADE-DNCTD/IPD, periodo 07 de enero de 2023 al 06 de enero de 2025
31072025;107;CLUB DEPORTIVO WAYNAS DE MACHUPICCHU;AJEDREZ;SI;Resolución N° 016-DNCTD-RND-2020;3/01/2020;Resolución N° 0381-DNCTD-RND-2021, Periodo 2021-2024 (del 13 de mayo de 2021 al 31 de diciembre de 2024)
31072025;108;ASOCIACIÓN CLUB DE AJEDREZ DAMA DE ORO;AJEDREZ;SI;Resolución N° 022-DNCTD-RND-2020;6/01/2020;Periodo 2019-2022
31072025;109;ASOCIACIÓN CLUB DE AJEDREZ SIPAN CHESS;AJEDREZ;SI;Resolución N° 023-DNCTD-RND-2020;6/01/2020;Periodo 16 de noviembre de 2019 al 15 de noviembre de 2023
31072025;110;CLUB DE AJEDREZ EBANO Y MARFIL;AJEDREZ;SI;Resolución N° 017-DNCTD-RND-2020;6/01/2020;Periodo 11 de setiembre de 2019 al 10 de setiembre de 2021
31072025;111;CLUB DE AJEDREZ JUDITH POLGAR;AJEDREZ;SI;Resolución N° 020-DNCTD-RND-2020;6/01/2020;Resolución Nº0990-2024-RENADE-DNCTD/IPD, período del 07 de enero del 2023 al 06 de enero del 2025
31072025;112;CLUB DE AJEDREZ PUNO CHESS CLUB;AJEDREZ;SI;Resolución N° 026-DNCTD-RND-2020;6/01/2020;Periodo 28 de octubre de 2019 al 27 de octubre de 2023
31072025;113;CLUB DEPORTIVO COLLPANI GRANDE;AJEDREZ;SI;Resolución N° 018-DNCTD-RND-2020;6/01/2020;Resolución N° 0382-DNCTD-RND-2021, Periodo 2021-2024 (del 13 de mayo de 2021 al 31 de diciembre de 2024)
31072025;114;CLUB DEPORTIVO CUSCO NADADORES;AJEDREZ;SI;Resolución N° 025-DNCTD-RND-2020;6/01/2020;Periodo de cinco (04) años, elegida en asamblea general del 21 de noviembre de 2018
31072025;115;CLUB DEPORTIVO LA SALLE CUSCO;AJEDREZ;SI;Resolución N° 021-DNCTD-RND-2020;6/01/2020;Periodo de cuatro (04) años
31072025;116;CLUB DEPORTIVO SOCIAL OLÍMPICO WANCHINO;AJEDREZ;SI;Resolución N° 024-DNCTD-RND-2020;6/01/2020;Periodo de cinco (05) años, elegida en asamblea general del 18 de marzo de 2019
31072025;117;CLUB DEPORTIVO SOCIAL RIVER SAPHI;AJEDREZ;SI;Resolución N° 019-DNCTD-RND-2020;6/01/2020;Resolución Nº0490-2021-IPD-DNCTD/RND. período 05 de julio del 2021 al 05 de julio del 2023
31072025;118;CLUB APERTURA MODERNA-PUNO;AJEDREZ;SI;Resolución N° 028-DNCTD-RND-2020;7/01/2020;Periodo 28 de octubre de 2019 al 27 de octubre de 2023
31072025;119;CLUB DE AJEDREZ-JAQUE MATE ACADEMIAS;AJEDREZ;SI;Resolución N° 027-DNCTD-RND-2020;7/01/2020;Periodo 03 de noviembre de 2019 al 02 de noviembre de 2023
31072025;120;ACADEMIA DE TALENTOS ALFIL ROJO;AJEDREZ;SI;Resolución N° 039-DNCTD-RND-2020;8/01/2020;Resolución N° 0410-DNCTD-RND-2021, Periodo de 2021 al 2023
31072025;121;ASOCIACIÓN CLUB DEPORTIVO WIRACOCHA;AJEDREZ;SI;Resolución N° 038-DNCTD-RND-2020;8/01/2020;Periodo de tres (03) años
31072025;122;CLUB DEPORTIVO LA SALLE MACHUPICCHU;AJEDREZ;SI;Resolución N° 041-DNCTD-RND-2020;8/01/2020;Resolución N° 0379-DNCTD-RND-2021, Periodo 2021-2024 (del 13 de mayo de 2021 al 31 de diciembre de 2024)
31072025;123;NAMASTE PERU;AJEDREZ;SI;Resolución N° 037-DNCTD-RND-2020;8/01/2020;Periodo de cuatro (04) años
31072025;124;ASOCIACIÓN DEPORTIVA CULTURAL LUIS VALLEJO SANTONI;AJEDREZ;SI;Resolución N° 0096-DNCTD-RND-2020;24/01/2020;"Resolución N° 234-2023-IPD-DNCTD/SRND.
Periodo del 2021 al 2024"
31072025;125;ASOCIACIÓN DEPORTIVA CULTURAL PERUANO ESPAÑOL;AJEDREZ;SI;Resolución N° 0097-DNCTD-RND-2020;27/01/2020;Resolución N° 0412-DNCTD-RND-2021, Periodo 2021-2024
31072025;126;ASOCIACIÓN DEPORTIVA CULTURAL TORA DOJO;AJEDREZ;SI;Resolución N° 0098-DNCTD-RND-2020;27/01/2020;Resolución N° 0393-DNCTD-RND-2021, Periodo 2021 al 2024
31072025;127;ESCUELA DEPORTIVA MUNICIPAL DE SAN SEBASTIÁN;AJEDREZ;SI;Resolución N° 0099-DNCTD-RND-2020;27/01/2020;Resolución N° 0397-DNCTD-RND-2021, Periodo 2021 al 2024
31072025;128;ESCUELA DEPORTIVA MUNICIPAL DE SANTIAGO;AJEDREZ;SI;Resolución N° 0100-DNCTD-RND-2020;27/01/2020;Resolución N° 0413-DNCTD-RND-2021, Periodo 2021-2025
31072025;129;CLUB DEFENSOR CAPLINA-POCOLLAY;AJEDREZ;SI;Resolución N° 0125-DNCTD-RND-2020;3/02/2020;Resolución Nº1003-2024-RENADE-DNCTD/IPD, período del 02 de octubre del 2024 al 02 de octubre del 2028
31072025;130;CLUB CASA DEL AJEDREZ PERU;AJEDREZ;SI;Resolución N°0504-2021-IPD-DNCTD/SRND;31/08/2021;período de dos años
31072025;131;CLUB DEPORTIVO CULTURAL OMEGA KID´S;AJEDREZ;SI;Resolución N°0540-2021-IPD-DNCTD/SRND;21/09/2021;período 2020-2022
