FECHA_CORTE;ITEM;CLUB;DISCIPLINA_DEPORTIVA;AFILIADO;RESOLUCION_INSCRIPCION_PRIMIGENIA;FECHA_REGISTRO;OBSERVACIONES
31072025;362;CLUB DEPORTIVO TIGRES TKD URUBAMBA;ATLETISMO;SI;Resolución N° 1662-DINADAF-RND-2018;5/12/2018;Periodo de cuatro (04) años
31072025;363;CLUB ATLÉTICO TALENTOS DE ALTO RENDIMIENTO;ATLETISMO;SI;Resolución N° 1664-DINADAF-RND-2018;6/12/2018;"Resolución N°0132-2023-IPD-DNCTD/SRND.
periodo 2022 - 2026"
31072025;364;CLUB DE ATLETISMO TEAM LAU;ATLETISMO;SI;Resolución N° 1663-DINADAF-RND-2018;6/12/2018;"Resolución N°0131-2023-IPD-DNCTD/SRND.
periodo 2022 al 2026"
31072025;365;CENTRO DE FORMACIÓN, DESARROLLO, PROMOCIÓN Y ASESORAMIENTO INTEGRAL DEL DEPORTE-ROJAS-SPORT;ATLETISMO;SI;Resolución N° 1670-DINADAF-RND-2018;7/12/2018;
31072025;366;CLUB RIMAC RUNNERS;ATLETISMO;SI;Resolución N° 1689-DINADAF-RND-2018;18/12/2018;
31072025;367;CLUB INTERNACIONAL AREQUIPA;ATLETISMO;SI;Resolución N° 0031-DINADAF-RND-2019;22/01/2019;Resolución Nº0598-2023-RENADE/IPD. periodo 09 de abril de 2023 al 08 de abril de 2025
31072025;368;CENTRO NAVAL DEL PERÚ;ATLETISMO;SI;Resolución N° 0045-DINADAF-RND-2019;25/01/2019;Resolución Nº0791-2024-RENADE-DNCTD/IPD, periodo del 08 de julio de 2023 al 07 de julio de 2025
31072025;369;SEMAF CORNEJO IZARRA BOXING CLUB;ATLETISMO;SI;Resolución N° 0132-DINADAF-RND-2019;27/02/2019;Resolución N°368-DNCTD-RND-2020, Periodo 13 de noviembre de 2019 al 12 de noviembre de 2023
31072025;370;CLUB CIENCIANO JUNIOR;ATLETISMO;SI;Resolución N° 0327-DNCTD-RND-2019;23/04/2019;"Resolución N° 00528-2023-RENADE/IPD.
periodo 21 de enero de 2022 al 20 de enero de 2024"
31072025;371;CLUB DEPORTIVO SAN GABRIEL CUSCO;ATLETISMO;SI;Resolución N° 0326-DNCTD-RND-2019;23/04/2019;
31072025;372;ESCUELA DE FORMACIÓN DE FUTBOL BASE CIENCIANO JUNIOR;ATLETISMO;SI;Resolución N° 0325-DNCTD-RND-2019;23/04/2019;
31072025;373;CENTRO DE ALTO RENDIMIENTO PEPFIT;ATLETISMO;SI;Resolución N° 0349-DNCTD-RND-2019;30/04/2019;
31072025;374;CLUB DE ATLETISMO TITANES DE SALAVERRY;ATLETISMO;SI;Resolución N° 0351-DNCTD-RND-2019;30/04/2019;Periodo 05 años
31072025;375;CLUB DEPORTIVO HALCONES DE SICUANI-CANCHIS-CUSCO;ATLETISMO;SI;Resolución N° 0350-DNCTD-RND-2019;30/04/2019;
31072025;376;AVIA MASTERS;ATLETISMO;SI;Resolución N° 0548-DNCTD-RND-2019;9/07/2019;Periodo 13 de noviembre de 2018 al 12 de noviembre de 2028
31072025;377;ASOCIACIÓN MARCON ATHLETIC CLUB;ATLETISMO;SI;Resolución N° 0676-DNCTD-RND-2019;10/09/2019;Periodo 01 de enero de 2017 al 31 de diciembre de 2021
31072025;378;STRONG ATHLETIC CLUB;ATLETISMO;SI;Resolución N° 0677-DNCTD-RND-2019;10/09/2019;Periodo 01 de enero de 2017 al 31 de diciembre de 2021
31072025;379;CLUB ATLETICO LA VICTORIA;ATLETISMO;SI;Resolución N° 0678-DNCTD-RND-2019;11/09/2019;Periodo 01 de enero de 2017 al 31 de diciembre de 2021
31072025;380;ASOCIACIÓN DEPORTIVA TEAM VALIENTE;ATLETISMO;SI;Resolución N° 0819-DNCTD-RND-2019;18/11/2019;Periodo 16 de marzo d e2019 al 15 de marzo de 2022
31072025;381;CLUB DEPORTES ATHLETESTRAINING-AYACUCHO;ATLETISMO;SI;Resolución N° 0867-DNCTD-RND-2019;22/11/2019;Periodo de cuatro (4) años
31072025;382;CLUB DEPORTIVO MUÑANTE PERU;ATLETISMO;SI;Resolución N° 0947-DNCTD-RND-2019;17/12/2019;Periodo 01 de julio de 2019 al 30 de junio de 2024
31072025;383;CLUB DE ATLETISMO DEPORTMANU;ATLETISMO;SI;Resolución N° 0957-DNCTD-RND-2019;19/12/2019;Periodo de diez (10) años
31072025;384;CLUB DEPORTIVO MOGABE SPORT CENTER;ATLETISMO;SI;Resolución N° 0114-DNCTD-RND-2020;30/01/2020;Periodo 14 de enero de 2018 al 13 de enero de 2028
31072025;385;CLUB DEPORTIVO SEMILLEROS DE MELGAR SEMEL;ATLETISMO;SI;Resolución N° 0115-DNCTD-RND-2020;30/01/2020;Periodo 08 de enero de 2018 al 07 de enero de 2028
31072025;386;CLUB DEPORTIVO LOS WAYRAS DE MELGAR;ATLETISMO;SI;Resolución N° 0157-DNCTD-RND-2020;12/02/2020;Periodo 06 de enero de 2018 al 05 de enero de 2028
31072025;387;CLUB AVIA SPORT S.A.C.;ATLETISMO;SI;Resolución N° 0351-DNCTD-RND-2021;3/06/2021;"REGIMEN GERENCIAL:
GERENTE GENERAL - PAOLO YUNSHIRO REATEGUI SORIANO
SUB GERENTE - WALTER ALEJANDRO HERNANDEZ PECHO"
31072025;388;CLUB DE ATLETISMO WILL POWER TRACK & FIELD;ATLETISMO;SI;Resolución N°0548-2021-IPD-DNCTD/SRND;23/09/2021;período de cuatro (04) años
31072025;389;ASOCIACION DE ATLETISMO NAVAL;ATLETISMO;SI;Resolución N°0565-2021-IPD-DNCTD/SRND;5/10/2021;período 29 de agosto de 2020 al 28 de agosto de 2022
31072025;390;APOLO RUNNER TRUJILLO;ATLETISMO;SI;Resolución N°0635-2021-IPD-DNCTD/SRND;24/11/2021;periodo de cuatro (04) años
31072025;391;CLUB DEPORTIVO CULTURAL SOCIAL URBAM’S;ATLETISMO;SI;Resolución N°680-2021-IPD-DNCTD/SRND;29/12/2021;"Resolución N°0006-2023-IPD-DNCTD/SRND.
periodo del 08 de abril de 2022 al 08 de abril de 2026"
31072025;392;CLUB SOCIAL, CULTURAL Y DEPORTIVO JESUS MAESTRO;ATLETISMO;SI;Resolución N°0006-2022-IPD-DNCTD/SRND;11/01/2022;período del 19 de setiembre del 2020 al 18 de setiembre del 2022 (2 años)
31072025;393;CLUB CULTURAL SOCIAL Y DEPORTIVO REY JESUS;ATLETISMO;SI;Resolución N°0009-2022-IPD-DNCTD/SRND;12/01/2022;período del 04 de setiembre del 2020 al 03 de setiembre del 2022.
31072025;394;CLUB DEPORTIVO CHASQUIS DEL PERU;ATLETISMO;SI;Resolución N°0020-2022-IPD-DNCTD/SRND;27/01/2022;período del 08 de diciembre del 2021 al 07 de diciembre del 2026.
31072025;395;INSTITUCIÓN EDUCATIVA YARINACOCHA (CNY);ATLETISMO;SI;Resolución N°024-2022-IPD-DNCTD/SRND;2/02/2022;"
PRESIDENTE-OSCAR MANUEL GÓMEZ ARROYO
COORDINADOR DEPORTIVO-LUIS TANANTA LOMAS
VOCAL TÉCNICO 1-VICTOR MACHOA TANANTA
VOCAL TÉCNICO 2-JORGE INCHAUSTEGUI LOPEZ"
31072025;396;“INSTITUCIÓN EDUCATIVA N° 64103 TNTE DIEGO FERRE”;ATLETISMO;SI;Resolución N°025-2022-IPD-DNCTD/SRND;2/02/2022;"PRESIDENTE-ENRIQUE TORRES RIVERA
COORDINADOR DEPORTIVO-RAFAEL VALDERRAMA FREYRE
VOCAL TÉCNICO 1-WESLY ANTHONY VARGAS
SANTA MARIA
VOCAL TÉCNICO 2-CARLOS VILCA ABAL"
31072025;397;“INSTITUCIÓN EDUCATIVA N° 64093 “EDITA BRITO MAINAS”;ATLETISMO;SI;Resolución N°026-2022-IPD-DNCTD/SRND;2/02/2022;"PRESIDENTE-ALICIA SIU GONZALEZ
COORDINADO DEPORTIVO-SILVIA ESCOBAR ARMAS
VOCAL TÉCNICO 1-JULIO ALBERTO SAJAMI CACHIQUE
VOCAL TÉCNICO 2-JENY ZAMORA SALAS"
31072025;398;CLUB DEPORTIVO ATLETAS DEL NORTE ;ATLETISMO;SI;Resolución N°0101-2022-IPD-DNCTD/SRND;18/03/2022;periodo noviembre 2021 – noviembre 2025
31072025;399;CLUB ATLETICO TUMPIS;ATLETISMO;SI;Resolución N°0106-2022-IPD-DNCTD/SRND;22/03/2022;periodo diciembre 2021 – diciembre 2025
31072025;400;CLUB DE ATLETISMO PEQUEÑOS TALENTOS CHIMBOTE;ATLETISMO;SI;Resolución N°0108-2022-IPD-DNCTD/SRND;22/03/2022;periodo 24 de enero de 2022 al 24 de enero de 2032 (10 años)
31072025;401;ASOCIACION ATLETICO BETOBRI ;ATLETISMO;SI;Resolución N°0113-2022-IPD-DNCTD/SRND;23/03/2022;periodo de 04 años (07 de enero de 2022 al 06 de enero de 2026)
31072025;402;ASOCIACION DEPORTIVA BEST CHIMBOTE;ATLETISMO;SI;Resolución N°0180-2022-IPD-DNCTD/SRND;28/04/2022;período del 03 de noviembre de 2021 al 03 de noviembre de 2025
31072025;403;CLUB ATLETICO CAJAS-HUANCAYO;ATLETISMO;SI;Resolución N°0201-2022-IPD-DNCTD/SRND;6/05/2022;periodo del 05 de enero de 2021 al 04 de enero de 2025
31072025;404;CLUB DE ATLETISMO HATUN CAJAS-HUANCAYO;ATLETISMO;SI;Resolución N°0209-2022-IPD-DNCTD/SRND;9/05/2022;período del 19 de enero de 2022 al 18 de enero de 2026
31072025;405;CLUB DE ATLETISMO SAN AGUSTIN - HUANCAYO;ATLETISMO;SI;Resolución N°0232-2022-IPD-DNCTD/SRND;13/05/2022;período de cuatro años
31072025;406;“TEAM GUEPARDOS”;ATLETISMO;SI;Resolución N°0284-2022-IPD-DNCTD/SRND;1/06/2022;periodo de dos años
31072025;407;CLUB OLYMPIC TUMBES;ATLETISMO;SI;Resolución N°0411-2022-IPD-DNCTD/SRND;20/07/2022;Resolución N°0088-2025-RENADE-DNCTD/IPD, periodo del 24 de setiembre del 2024 al 23 de setiembre del 2028
31072025;408;CLUB ATHLETIC GUEPARDO – SICUANI CANCHIS CUSCO;ATLETISMO;SI;Resolución N°0491-2022-IPD-DNCTD/SRND;9/08/2022;período de tres años comprendido desde el 14 de octubre de 2021 al 13 de octubre de 2024
31072025;409;CLUB DEPORTIVO SOCIAL CULTURAL GRAN CHIMU;ATLETISMO;SI;"Resolución N°0599-2022-IPD-DNCTD/SRND
(Amplió su actividad deportiva a la disciplina deportiva de Atletismo)";29/09/2022;
31072025;410;CLUB DEPORTIVO SHIUX CORRECAMINOS SURIS;ATLETISMO;SI;Resolución N°0670-2022-IPD-DNCTD/SRND;3/11/2022;período 20 de diciembre de 2021 al 19 de diciembre de 2024
31072025;411;ASOCIACION DEPORTIVA CLUB FINAL SPRINT;ATLETISMO;SI;Resolución N°0761-2022-IPD-DNCTD/SRND;12/12/2022;periodo del 10 de enero de 2022 al 09 de enero de 2026
31072025;412;CLUB DE CORREDORES;ATLETISMO;SI;Resolución N°0218-2023-IPD-DNCTD/SRND;9/05/2023;periodo de diez (10) años
31072025;413;ESCUELA DE ATLETISMO CORREDORES Y MARCHISTAS;ATLETISMO;SI;Resolución N°0219-2023-IPD-DNCTD/SRND;9/05/2023;periodo de diez (10) años
31072025;414;CLUB DE MARCHISTAS;ATLETISMO;SI;Resolución N°0220-2023-IPD-DNCTD/SRND;10/05/2023;periodo de diez (10) años
31072025;415;TEAM APOLO;ATLETISMO;SI;Resolución N°0364-2023-RENADE/IPD;1/08/2023;periodo de tres (03) años
31072025;416;CORPORACION MONTEPRINCIPE S.A.C.;ATLETISMO;SI;Resolución N°0526-2023-RENADE/IPD;4/10/2023;GERENTE GENERAL - JAVIER CHIRINOS HOYOS
31072025;417;ASOCIACION DEPORTIVA STAR NUEVO CHIMBOTE NPC DEPORTES;ATLETISMO;SI;Resolución N°0539-2023-RENADE/IPD;13/10/2023;periodo del 23 de diciembre de 2022 al 23 de diciembre de 2027 (5 años)
31072025;418;ASOCIACION RENGIFO RECORD CLUB;ATLETISMO;SI;Resolución N°0548-2023-RENADE/IPD;24/10/2023;período del 01 de setiembre de 2022 al 01 de setiembre de 2026 (04 años)
31072025;419;CLUB DEPORTIVO ESCUELA DE ATLETISMO CHUI;ATLETISMO;SI;Resolución N°000618-2023-RENADE/IPD;27/11/2023;período de diez (10) años
31072025;420;CLUB DEPORTIVO SPORT PACIFICO CUSCO;ATLETISMO;SI;Resolución N°0011-2024-RENADE-DNCTD/IPD;10/01/2024;período de ocho (08) años, en Asamblea General de fecha 04 de febrero de 2022
31072025;421;INSTITUCIÓN EDUCATIVA PRIVADA DEL NORTE E.I.R.L.;ATLETISMO;SI;Resolución N°0053-2024-RENADE-DNCTD/IPD;9/02/2024;"PRESIDENTE - JOSE MANUEL CRIZANTO CRUZ
TESORERO - EDWIN GABRIEL RODRIGUEZ ZAPATA
SECRETARIA - KAREN PAOLA HIDALGO CURAY"
31072025;422;CLUB DEPORTIVO LOS HALCONES PAREDONES;ATLETISMO;SI;Resolución N°0239-2024-RENADE-DNCTD/IPD;19/04/2024;período de 09 de marzo de 2022 al 08 de marzo de 2027
31072025;423;MALAGA SPORTS;ATLETISMO;SI;Resolución N°0262-2024-RENADE-DNCTD/IPD;29/04/2024;período que inicia el 06 de enero de 2022 y culmina el 31 de julio de 2025
31072025;424;CLUB DEPORTIVO LOS DEL RIO;ATLETISMO;SI;Resolución N°0380-2024-RENAD-DNCTD/IPD;14/06/2024;período del 10 de febrero del 2022 a 09 de febrero del 2027
31072025;425;DINAMICOS MEDIC SPORT SOCIEDAD ANONIMA CERRADA;ATLETISMO;SI;Resolución N°0381-2024-RENADE-DNCTD/IPD;14/06/2024;GERENTE GENERAL - JAVIER CHIRINOS HOYOS
31072025;426;CHIASA MEDIC SPORT S.A.C.;ATLETISMO;SI;Resolución N°0382-2024-RENADE-DNCTD/IPD;17/06/2024;GERENTE GENERAL - JAVIER CHIRINOS HOYOS
31072025;427;CLUB DE ATLETISMO TEAM GIRON;ATLETISMO;SI;Resolución N°0447-2024-RENADE-DNCTD/IPD;3/07/2024;período 22 de mayo de 2024 al 21 de mayo de 2028
31072025;428;CLUB DE ATLETISMO TEAM SIANCAS;ATLETISMO;SI;Resolución N°0451-2024-RENADE-DNCTD/IPD;3/07/2024;período 21 de mayo de 2024 al 20 de mayo de 2028
31072025;429;CLUB DE ATLETISMO TEAM TANTALEAN;ATLETISMO;SI;Resolución N°0452-2024-RENADE-DNCTD/IPD;3/07/2024;período 21 de mayo de 2024 al 20 de mayo de 2028
31072025;430;CLUB ATLETICO TALENTOS PIURA;ATLETISMO;SI;Resolución N°0800-2024-RENADE-DNCTD/IPD;24/10/2024;período del 14 de enero del 2024 al 14 de enero del 2029
31072025;431;DEPORTIVO TITANES S.A.C.;ATLETISMO;SI;Resolución N°0970-2024-RENADE-DNCTD/IPD;10 de Diciembre de 2024;GERENTE GENERAL - JOSE LUIS FLORES MEDINA
31072025;432;G COACH S.A.C.;ATLETISMO;SI;Resolución N°0972-2024-RENADE-DNCTD/IPD;11 de Diciembre de 2024;GERENTE GENERAL - ALVARO GUILLERMO GRIJALVA AMANCIO
31072025;433;DEPORTIVO JOSA S.A.C.;ATLETISMO;SI;Resolución N°0973-2024-RENADE-DNCTD/IPD;11 de Diciembre de 2024;GERENTE GENERAL - VIVIANA GUZMÁN PAULSEN
31072025;434;ASOCIACION CLUB DEPORTIVO ENERSUR JUNIOR;ATLETISMO;SI;Resolución N°1015-2024-RENADE-DNCTD/IPD;26 de Diciembre de 2024;período 26 de mayo de 2022 al 26 de mayo de 2026
31072025;435;CLUB ASOCIACION DEPORTIVA CULTURAL MONTECARLO;ATLETISMO;SI;Resolución N°1018-2024-RENADE-DNCTD/IPD;26 de Diciembre de 2024;período del 25 de junio del 2022 al 24 de junio del 2026
31072025;436;ASOCIACION DEPORTIVA CULTURAL KOKO BOJORGES;ATLETISMO;SI;Resolución N°1022-2024-RENADE-DNCTD/IPD;27 de Diciembre de 2024;período de cinco (05) años, en Asamblea General de fecha 01 de marzo del 2023
31072025;437;CLUB DEPORTIVO OKI CANGUROS S.A.C.;ATLETISMO;SI;Resolución N°0022-2025-RENADE-DNCTD/IPD;10 de Enero de 2025;GERENTE GENERAL - OSCAR ENRIQUE VALIENTE ROMAN
31072025;438;TULUMAYOS RUNNER´S;ATLETISMO;SI;Resolución N°0031-2025-RENADE-DNCTD/IPD;14 de Enero de 2025;período 15 de enero de 2024 al 14 de enero de 2026
31072025;439;CLUB DEPORTIVO UNLIMITED;ATLETISMO;SI;Resolución N°0086-2025-RENADE-DNCTD/IPD;07 de Febrero de 2025;período del 19 de diciembre del 2023 al 19 de diciembre del 2025
31072025;440;THE PANTHER CLUB;ATLETISMO;SI;Resolución N°0098-2025-RENADE-DNCTD/IPD;13 de Febrero de 2025;periodo de cuatro (04) años, en Asamblea de Constitución de fecha 05 de setiembre del 2024
31072025;441;CHINEI FIT CLUB;ATLETISMO;SI;Resolución N°0099-2025-RENADE-DNCTD/IPD;13 de Febrero de 2025;periodo de cuatro (04) años, en Asamblea de Constitución de fecha 25 de noviembre del 2024
31072025;442;GOMEZ LAYNE SPORTS S.A.C.;ATLETISMO;SI;Resolución N°0109-2025-RENADE-DNCTD/IPD;17 de Febrero de 2025;GERENTE GENERAL - CORAIMA BRIGITTE GOMEZ URRUTIA
31072025;443;KIDS TEAM VALIENTE S.A.C.;ATLETISMO;SI;Resolución N°0113-2025-RENADE-DNCTD/IPD;18 de Febrero de 2025;GERENTE GENERAL - JONATHAN FERNANDO VALIENTE CROSE
31072025;444;CLUB DEPORTIVO PACHECO RUNNER;ATLETISMO;SI;Resolución N°0158-2025-RENADE-DNCTD/IPD;04 de Marzo de 2025;periodo del 18 de diciembre del 2024 al 17 de diciembre del 2028
31072025;445;CLUB ATLETICO CAPILOSA;ATLETISMO;SI;Resolución N°0186-2025-RENADE-DNCTD/IPD;18 de Marzo de 2025;período de 04 años, en Acta de Constitución de fecha 16 de enero de 2024
31072025;446;CLUB DEPORTIVO FUERZA AEREA;ATLETISMO;SI;Resolución N°0348-2025-RENADE-DNCTD/IPD;21 de Mayo de 2025;período del 31 de enero de 2025 al 30 de enero de 2029
31072025;447;ASOCIACION ESCUELA DE CAMPEONES ATLETISMO VALENTINO VIVE;ATLETISMO;SI;Resolución N°0351-2025-RENADE-DNCTD/IPD;21 de Mayo de 2025;periodo de tres (03) años, desde el 14 de enero de 2025 al 14 de enero de 2028
31072025;448;SPORT ATHLETIC WORLD TACNA;ATLETISMO;SI;Resolución N°0354-2025-RENADE-DNCTD/IPD;21 de Mayo de 2025;período 2024-2029, comprendido desde el 09 de enero de 2024 al 09 de enero de 2029
31072025;449;CLUB DEPORTIVO DE ALTO RENDIMIENTO LORD BYRON DE AREQUIPA;ATLETISMO;SI;Resolución N°0405-2025-RENADE-DNCTD/IPD (Amplió su actividad deportiva a la disciplina deportiva de Atletismo);29 de Mayo de 2025;Resolución Nº 000087-2025-RENADE-DNCTD/IPD, periodo del 04 de diciembre del 2023 al 03 de diciembre del 2025
31072025;450;CLUB ATHLETIC NINA RUNNERS;ATLETISMO;SI;Resolución N°0476-2025-RENADE-DNCTD/IPD;26 de Junio de 2025;periodo comprendido del 17 de octubre de 2024 al 16 de octubre de 2029
31072025;451;CLUB DEPORTIVO ATHLETIC PEDRO VILCAPAZA;ATLETISMO;SI;Resolución N°0477-2025-RENADE-DNCTD/IPD;26 de Junio de 2025;periodo comprendido del 17 de octubre de 2024 al 16 de octubre del 2029
31072025;452;CLUB DEPORTIVO ATHLETIC WAYRAS;ATLETISMO;SI;Resolución N°0478-2025-RENADE-DNCTD/IPD;26 de Junio de 2025;periodo de cinco (5) años, comprendido del 17 de octubre de 2024 al 16 de octubre de 2029
31072025;453;CLUB DEPORTIVO ATLETICO M & M SPORTS;ATLETISMO;SI;Resolución N°0503-2025-RENADE-DNCTD/IPD;02 de Julio de 2025;periodo de ocho (8) años, comprendido del 09 de diciembre de 2023 al 09 de diciembre de 2031
31072025;454;“AUTOMÓVIL CLUB CAMILO OLANO - ANDAHUAYLAS”;AUTOMOVILISMO;SI;Resolución N° 020-DNCTD-RND-2006;16/01/2006;
31072025;455;CLUB DEL 1/4 DE MILLA DRAG RACING PERÚ;AUTOMOVILISMO;SI;Resolución N° 134-DNCTD-RND-2006;4/04/2006;
31072025;456;ASOCIACIÓN DEPORTIVA AUTOMÓVIL CLUB INKA;AUTOMOVILISMO;SI;Resolución N° 187-DNCTD-RND-2008;24/04/2008;Resolución N°0560-2024-RENADE-DNCTD/IPD, periodo 20 de febrero de 2023 al 20 de febrero de 2025
31072025;457;CLUB DE AUTOS DEPORTIVOS;AUTOMOVILISMO;SI;Resolución N° 199-DNCTD-RND-2008;8/05/2008;"Resolución N°0149-2024-RENADE-DNCTD/IPD.
periodo comprendido entre el 01 de enero del 2024 y el 31 de diciembre del 2028"
31072025;458;CLUB DE AUTOMÓVILES TUBULARES DE ICA (CAT-ICA);AUTOMOVILISMO;SI;Resolución N° 201-DNCTD-RND-2008;9/05/2008;
31072025;459;AUTOMÓVIL CLUB DE TACNA;AUTOMOVILISMO;SI;Resolución N° 247-DNCTD-RND-2008;18/06/2008;"Resolución N°0139-2023-IPD-DNCTD/SRND.
período 07 de enero de 2022 al 31 de diciembre de 2024"
31072025;460;AUTOMÓVIL CLUB PERUANO;AUTOMOVILISMO;SI;Resolución N° 258-DNCTD-RND-2008;27/06/2008;"Resolución N°0126-2024-RENADE-DNCTD/IPD.
periodo 01 de enero de 2024 al 31 de diciembre de 2025"
31072025;461;CLUB AUTOMOVILÍSTICO VELOCIDAD EXTREMA;AUTOMOVILISMO;SI;Resolución N° 325-DNCTD-RND-2008;15/08/2008;
31072025;462;AUTOMÓVIL CLUB HUANCAYO;AUTOMOVILISMO;SI;Resolución N° 339-DNCTD-RND-2008;2/09/2008;Resolución N°0616-2021-IPD-DNCTD/SRND. período 14 de octubre de 2019 al 13 de octubre de 2024
31072025;463;CLUB DE AUTOMÓVIL DEPORTIVO HUÁNUCO;AUTOMOVILISMO;SI;Resolución N° 366-DNCTD-RND-2008;19/09/2008;
31072025;464;ASOCIACIÓN AUTOMÓVIL CLUB AREQUIPA;AUTOMOVILISMO;SI;Resolución N° 389-DNCTD-RND-2008;3/10/2008;Resolución N°0530-2024-RENADE-DNCTD/IPD, periodo del 01 de enero del 2024 al 31 de diciembre del 2024
31072025;465;CLUB DEPORTIVO AUTOMÓVIL CLUB JULIACA;AUTOMOVILISMO;SI;Resolución N° 142-DNCTD-RND-2009;17/03/2009;"Resolución N°0376-2024-RENADE-DNCTD/IPD.
periodo comprendido desde el 05 de enero de 2024 al 04 de enero de 2026"
31072025;466;AREQUIPA MOTOR CLUB;AUTOMOVILISMO;SI;Resolución N° 054-DNCTD-RND-2011;28/02/2011;"Resolución N°0590-2023-IPD-DNCTD/SRND.
periodo 2023 - 2026"
31072025;467;AUTOMÓVIL CLUB AYACUCHO;AUTOMOVILISMO;SI;Resolución N° 053-DNCTD-RND-2011;28/02/2011;"Resolución N°0313-2023-IPD-DNCTD/SRND.
período 02 de marzo de 2023 al 01 de marzo de 2025"
31072025;468;AUTOMÓVIL CLUB DE LIMA;AUTOMOVILISMO;SI;Resolución N° 051-DNCTD-RND-2011;28/02/2011;Resolución N°0234-DNCTD-RND-2021, Periodo del 16 de noviembre de 2020 al 15 de noviembre de 2024
31072025;469;CLUB AUTOMÓVILES DE TURISMO COMPETICIÓN;AUTOMOVILISMO;SI;Resolución N° 034-DNCTD-RND-2012;22/02/2012;"Resolución N°0432-2024-RENADE-DNCTD/IPD.
periodo 02 de enero de 2024 al 02 de enero de 2027"
31072025;470;MOTOR CLUB APURIMAC;AUTOMOVILISMO;SI;Resolución N° 436-DINADAF-RND-2016;16/08/2016;"Resolución N°0201-2024-RENADE-DNCTD/IPD.
periodo 2024-2026 comprendido del 03 de enero de 2024 al 02 de enero de 2026"
31072025;471;CLUB AUTOMOVILES Y TUBULARES-NORTE CHICO;AUTOMOVILISMO;SI;Resolución N° 0091 -DINADAF-RND-2018;1/02/2018;Periodo de dos (02) años
31072025;472;AUTOMOVIL CLUB SEÑOR DE ILLANYA ABANCAY;AUTOMOVILISMO;SI;Resolución N° 1071 -DINADAF-RND-2018;28/06/2018;"Resolución N°0266-2024-RENADE-DNCTD/IPD.
período 20 de marzo de 2024 al 19 de marzo de 2026"
31072025;473;CLUB DE AUTOMOVILES SPORT DEL PERU;AUTOMOVILISMO;SI;Resolución N° 1668 -DINADAF-RND-2018;7/12/2018;
31072025;474;CLUB DE REGATAS LIMA ;BADMINTON;SI;Resolución N° 076-DNCTD-RND-2007;2/02/2007;Resolución Nº0633-2024-RENADE-DNCTD/IPD, periodo 28 de abril de 2024 al 27 de abril de 2026
31072025;475;ASOCIACIÓN ESTADIO LA UNIÓN;BADMINTON;SI;Resolución N° 272-DNCTD-RND-2008;7/07/2008;"Resolución N°0456-2024-RENADE-DNCTD/IPD.
período 31 de marzo del 2024 al 30 de marzo del 2026"
31072025;476;INSTITUCIÓN EDUCATIVA PRIVADA MARÍA DE LOS ÁNGELES;BADMINTON;SI;Resolución N° 177-DNCTD-RND-2011;18/08/2011;"Resolución Nº0292 -2025-RENADE-DNCTD/IPD, Personas encargadas de la representación deportiva de bádminton:
MERCEDES C. YBAÑEZ VILLALOBOS DE QUIROZ
JOSÉ ANDRÉS QUIROZ ESPINAL
MIGUEL ANGEL QUIROZ IBAÑEZ
BERTHA MARGARITA GARCÍA QUIROZ
OSCAR JAVIER QUIROZ IBAÑEZ
GLADYS ROCIO PAREDES ANGULO"
31072025;477;CLUB LAWN TENNIS DE LA EXPOSICIÓN;BADMINTON;SI;Resolución N° 021-DNCTD-RND-2012;26/01/2012;Resolución Nº0693 -2024-RENADE-DNCTD/IPD, periodo julio de 2023 a abril de 2025, elegidos en Asamblea General de fecha 21 de julio de 2023
31072025;478;COUNTRY CLUB DE PIURA;BADMINTON;SI;Resolución Nº  078-DINADAF-RND-2014;19/01/2022;"Resolución Nº396-2022-IPD-DNCTD/SRND. 
Se dejó sin efecto en el Registro Nacional del Deporte, las inscripciones registrales deportivas de la organización deportiva denominada COUNTRY CLUB DE PIURA"
31072025;479;CLUB GRAU;BADMINTON;SI;Resolución N° 0444-DINADAF-RND-2016;18/08/2016;Resolución Nº 0864-2024-RENADE-DNCTD/IPD, periodo 01 de enero de 2024 al 31 de diciembre de 2025
31072025;480;TACNA BADMINTON CLUB;BADMINTON;SI;Resolución N°246-2022-IPD-DNCTD/SRND;23/05/2022;Resolución Nº0829 -2024-RENADE-DNCTD/IPD, periodo 2024-2027, del 10 de setiembre del 2024 al 10 de setiembre del 2027
31072025;481;CLUB DEPORTIVO SALESIANOS AYACUCHO;BADMINTON;SI;Resolución N°247-2022-IPD-DNCTD/SRND;24/05/2022;periodo de dos años
31072025;482;LIONS AREQUIPA SPORTS ACADEMY;BADMINTON;SI;Resolución N°0266-2022-IPD-DNCTD/SRND;27/05/2022;período de 2 (dos) años
31072025;483;ASOCIACIÓN DEPORTIVA CULTURAL AREQUIPA TRADICIÓN, JUAN DOMINGO DE ZAMACOLA Y JAUREGUI;BADMINTON;SI;Resolución N°0267-2022-IPD-DNCTD/SRND;27/05/2022;Resolución Nº0475 -2025-RENADE-DNCTD/IPD, periodo de dos (02) años, inicia funciones el 15 de febrero de 2024
